Rxn name	Formula	Gene-reaction association	LB	UB	Objective
R00848_m	C00016_m + C00093_c  <=> C00111_c + C01352_m 	PBANKA_0404800	-50.00	 50.00	  0.00
R00945_m	C00001_m + C00037_m + C00143_m  <=> C00065_m + C00101_m 	PBANKA_1450200	-50.00	 50.00	  0.00
R01055_m	C00106_m + C00117_m  <=> C00001_m + C01168_m 	PBANKA_1236100	-50.00	 50.00	  0.00
R01082_m	C00149_m  <=> C00001_m + C00122_m 	PBANKA_0828100	-50.00	 50.00	  0.00
R01177_m	C00024_m + C00136_m  <=> C00010_m + C05269_m 	PBANKA_1314600	-50.00	 50.00	  0.00
R01221_m	C00003_m + C00037_m + C00101_m  -> C00004_m + C00011_m + C00014_m + C00143_m 	PBANKA_0915500	  0.00	 50.00	  0.00
R01257_m	C00016_m + C00149_m  <=> C00036_m + C01352_m 	PBANKA_1116300	-50.00	 50.00	  0.00
R01324_m	C00158_m  <=> C00311_m 	PBANKA_1355200	-50.00	 50.00	  0.00
R01325_m	C00158_m + 4Fe4S_m  <=> C00001_m + C00417_m + 2 C14818_m + 2Fe2S_m 	PBANKA_1355200	-50.00	 50.00	  0.00
R01698_m	C00003_m + C00579_m  <=> C00004_m + C00080_m + C00248_m 	PBANKA_1446900	-50.00	 50.00	  0.00
R01868_c	C00337_c + C17569_m  -> C00295_c + UQH28_m 	PBANKA_0102100	  0.00	 50.00	  0.00
R01899_m	C00006_m + C00311_m  <=> C00005_m + C00080_m + C05379_m 	PBANKA_1358600	-50.00	 50.00	  0.00
R01900_m	C00311_m + 4Fe4S_m  <=> C00001_m + C00417_m + 2 C14818_m + 2Fe2S_m 	PBANKA_1355200	-50.00	 50.00	  0.00
R01933_m	C00003_m + C00010_m + C00322_m  -> C00004_m + C00011_m + C00527_m 	( PBANKA_0710100 and PBANKA_1419100 ) or PBANKA_1446900	  0.00	 50.00	  0.00
R01940_m	C00322_m + C15972_m  <=> C00011_m + C06157_m 	PBANKA_0710100	-50.00	 50.00	  0.00
R02016_m	C00005_m + C00080_m + C00343_m  <=> C00006_m + C00342_m 	PBANKA_0824700	-50.00	 50.00	  0.00
R02300_m	C00001_m + C00445_m  <=> C00080_m + C03479_m 	PBANKA_1141300 or PBANKA_1357000	-50.00	 50.00	  0.00
R02404_m	C00002_m + C00010_m + C00490_m  <=> C00008_m + C00009_m + C00531_m 	PBANKA_0938500 and PBANKA_1013200	-50.00	 50.00	  0.00
R02480_m	C00032_m + C02248_m  -> C00524_m 	PBANKA_1439500 and PBANKA_0602600	  0.00	 50.00	  0.00
R02570_m	C00091_m + C15973_m  <=> C00010_m + C16254_m 	PBANKA_1419100	-50.00	 50.00	  0.00
R02571_m	C00527_m + C15973_m  <=> C00010_m + C06157_m 	PBANKA_1419100	-50.00	 50.00	  0.00
R02662_m	C00630_m + C15973_m  <=> C00010_m + C15977_m 	PBANKA_0402300	-50.00	 50.00	  0.00
R03158_m	C00010_m + C00080_m + C01013_m  <=> C00001_m + C05668_m 	PBANKA_1454400	-50.00	  0.00	  0.00
R03174_m	C15973_m + C15980_m  <=> C00010_m + C15979_m 	PBANKA_0402300	-50.00	 50.00	  0.00
R03222_m	3 C00007_m + C01079_m  <=> 3 C00027_m + C02191_m 	PBANKA_0512200	-50.00	 50.00	  0.00
R03316_m	C05381_m + C15972_m  <=> C00068_m + C16254_m 	PBANKA_0710100	-50.00	 50.00	  0.00
R03596_m	3 C00001_m + 3 C00006_m + C01528_m  -> 3 C00005_m + 5 C00080_m + C05684_m 	PBANKA_0824700	  0.00	 50.00	  0.00
R03815_m	C00003_m + C02972_m  <=> C00004_m + C00080_m + C02051_m 	PBANKA_1446900	-50.00	 50.00	  0.00
R04097_m	C02939_m + C15973_m  <=> C00010_m + C15975_m 	PBANKA_0402300	-50.00	 50.00	  0.00
R04125_m	C00101_m + C01242_m  <=> C00014_m + C00143_m + C02972_m 	PBANKA_1141300 or PBANKA_1357000	-50.00	 50.00	  0.00
R04983_m	C00019_m + C05803_m  <=> C00021_m + C00080_m + C05804_m 	PBANKA_0302700	-50.00	 50.00	  0.00
R04987_m	C00005_m + C00007_m + C00080_m + C05810_m  -> C00001_m + C00006_m + C05811_m 	PBANKA_1028200	  0.00	 50.00	  0.00
R04988_m	C00019_m + C05811_m  <=> C00021_m + C00080_m + C05812_m 	PBANKA_0621800	-50.00	 50.00	  0.00
R05064_m	C00001_m + C06000_m  -> C00010_m + C00080_m + C06001_m 	PBANKA_1454400	  0.00	 50.00	  0.00
R05614_m	C00019_m + C05815_m  <=> C00021_m + C17569_m 	PBANKA_0621800	-50.00	 50.00	  0.00
R05616_m	C00156_m + C01230_m  <=> C00013_m + C13425_m 	PBANKA_0106100	-50.00	 50.00	  0.00
R06783_m	C00004_m + C00007_m + C00080_m + C00423_m  -> C00003_m + C12622_m 	PBANKA_0617900	  0.00	 50.00	  0.00
R07273_m	C00156_m + C04145_m  <=> C00013_m + C03885_m 	PBANKA_0106100	-50.00	 50.00	  0.00
R07411_m	C00001_m + C00032_m + C00448_m  <=> C00013_m + C15672_m 	PBANKA_1234100	-50.00	 50.00	  0.00
R07456_m	C00064_m + C00118_m + C00199_m  -> 3 C00001_m + C00009_m + C00018_m + C00025_m + 2 C00080_m 	PBANKA_0106100	  0.00	 50.00	  0.00
R07460_m	C00097_m + C15811_m  <=> C00041_m + C15812_m 	PBANKA_0211300 and putative_PBANKA_1409500	-50.00	 50.00	  0.00
R07599_m	C00068_m + C00080_m + C00141_m  <=> C00011_m + C15976_m 	PBANKA_1104200 and PBANKA_1411100	-50.00	 50.00	  0.00
R07600_m	C15972_m + C15976_m  <=> C00068_m + C15977_m 	PBANKA_1104200 and PBANKA_1411100	-50.00	 50.00	  0.00
R07601_m	C00068_m + C00080_m + C00233_m  <=> C00011_m + C15974_m 	PBANKA_1104200 and PBANKA_1411100	-50.00	 50.00	  0.00
R07602_m	C15972_m + C15974_m  <=> C00068_m + C15975_m 	PBANKA_1104200 and PBANKA_1411100	-50.00	 50.00	  0.00
R07603_m	C00068_m + C00080_m + C00671_m  <=> C00011_m + C15978_m 	PBANKA_1104200 and PBANKA_1411100	-50.00	 50.00	  0.00
R07604_m	C15972_m + C15978_m  <=> C00068_m + C15979_m 	PBANKA_1104200 and PBANKA_1411100	-50.00	 50.00	  0.00
R07618_m	C00003_m + C15973_m  <=> C00004_m + C00080_m + C15972_m 	PBANKA_1446900	-50.00	 50.00	  0.00
R07770_m	C00002_m + C00080_m + C00725_m  -> C00013_m + C16238_m 	PBANKA_1413100	  0.00	 50.00	  0.00
R07771_m	C16238_m + C16240_m  -> C00020_m + C16237_m 	PBANKA_1413100	  0.00	 50.00	  0.00
R08360_m	C15498_m + C16663_m  -> C00001_m + C01335_m + C16664_m 	PBANKA_1430800	  0.00	 50.00	  0.00
R08362_m	C02090_m + C15498_m  <=> C00001_m + C01335_m + C03170_m 	PBANKA_1430800	-50.00	 50.00	  0.00
R09099_m	C00065_m + C01217_m  <=> C00001_m + C00037_m + C04377_m 	PBANKA_1450200	-50.00	 50.00	  0.00
R09372_m	2 C00005_m + 2 C00080_m + C18902_m  -> 2 C00001_m + 2 C00006_m + C05703_m 	PBANKA_0824700	  0.00	 50.00	  0.00
R01195_m	C00006_m + C00080_m + 2 C00138_m + 4Fe4S_m  <=> C00005_m + 2 C00139_m + 2 C14818_m + 2Fe2S_m 	PBANKA_0617900 or putative_PBANKA_1122100	-50.00	 50.00	  0.00
R10159_m	C00006_m + C00080_m + 2 C00662_m  <=> C00005_m + 2 C00667_m 	putative_PBANKA_0909300	-50.00	 50.00	  0.00
R02000_m	C00003_m + 2 C00340_m  <=> C00004_m + C00080_m + 2 C00435_m 	PBANKA_0617900	-50.00	 50.00	  0.00
R05875_m	C00003_m + C00080_m + C00138_m + 4Fe4S_m  <=> C00004_m + C00139_m + 2 C14818_m + 2Fe2S_m 	PBANKA_0617900	-50.00	 50.00	  0.00
R00787_m	2 C00001_m + 3 C00003_m + C00014_m  <=> 3 C00004_m + 5 C00080_m + C00088_m 	PBANKA_0617900	-50.00	 50.00	  0.00
R00789_m	2 C00001_m + 3 C00006_m + C00014_m  <=> 3 C00005_m + 5 C00080_m + C00088_m 	PBANKA_0617900	-50.00	 50.00	  0.00
R00086_n	C00001_n + C00002_n  -> C00008_n + C00009_n + C00080_n 	PBANKA_1123500 or PBANKA_0312700 or PBANKA_0508100 or PBANKA_0710800 or PBANKA_0942700 or PBANKA_0522900 or PBANKA_1303000 or PBANKA_1346000 or PBANKA_0612800	  0.00	 50.00	  0.00
R01067_n	C00085_n + C00118_n  <=> C00231_n + C00279_n 	PBANKA_0109100	-50.00	 50.00	  0.00
R01641_n	C00118_n + C05382_n  <=> C00117_n + C00231_n 	PBANKA_0109100	-50.00	 50.00	  0.00
R03875_n	C00019_n + C02188_n  -> C00021_n + C05544_n 	PBANKA_1128500 or PBANKA_0702900 or PBANKA_1001600	  0.00	 50.00	  0.00
R04866_n	C00019_n + C05544_n  -> C00021_n + C05545_n + C00080_n 	PBANKA_1128500 or PBANKA_0702900 or PBANKA_1001600	  0.00	 50.00	  0.00
R04867_n	C00019_n + C05545_n  -> C00021_n + C05546_n 	PBANKA_1128500 or PBANKA_0702900 or PBANKA_1001600	  0.00	 50.00	  0.00
R06590_n	C00117_n + C12214_n  <=> C05382_n + C12215_n 	PBANKA_0109100	-50.00	 50.00	  0.00
R02164uqh8_m	C00042_m + C17569_m  <=> C00122_m + UQH28_m 	PBANKA_0518200 and PBANKA_1428800	-50.00	 50.00	  0.00
R00014_m	C00068_m + C00080_m + C00022_m  -> C00011_m + C05125_m 	PBANKA_1104200 and PBANKA_1411100	  0.00	 50.00	  0.00
R03270_m	C15972_m + C05125_m  -> C00068_m + C16255_m 	PBANKA_1104200 and PBANKA_1411100	  0.00	 50.00	  0.00
R02569_m	C00024_m + C15973_m  <=> C00010_m + C16255_m 	PBANKA_0402300	-50.00	 50.00	  0.00
R01699_m	C00080_m + C15972_m + C00022_m  -> C00011_m + C16255_m 	PBANKA_1104200 and PBANKA_1411100	  0.00	 50.00	  0.00
Tc2mC00002_c	C00002_c + C00008_m  <=> C00008_c + C00002_m 	PBANKA_0520200	-50.00	  0.00	  0.00
Tc2aC00074_c	C00074_c + C00009_a  -> C00009_c + C00074_a 	PBANKA_1107900 or ( PBANKA_1107900 and PBANKA_1244600 )	  0.00	 50.00	  0.00
Tc2aC00111_c	C00111_c + C00009_a  <=> C00009_c + C00111_a 	PBANKA_1107900 or ( PBANKA_1107900 and PBANKA_1244600 )	-50.00	 50.00	  0.00
Tc2eC00256_c	C00080_c + C00256_c  -> C00080_e + C00256_e 	PBANKA_0414400	  0.00	 50.00	  0.00
Tc2eC00186_c	C00080_c + C00186_c  -> C00080_e + C00186_e 	PBANKA_0414400	  0.00	 50.00	  0.00
R01021_r	C00002_r + C00114_r  -> C00008_r + C00588_r 	PBANKA_1040100	  0.00	 50.00	  0.00
R01468_r	C00002_r + C00189_r  -> C00008_r + C00346_r 	PBANKA_0923700	  0.00	 50.00	  0.00
R01799_r	C00063_r + C00416_r  -> C00269_r + C00013_r 	PBANKA_1032600	  0.00	 50.00	  0.00
R00094_r	C00003_r + 2 C00051_r  <=> C00004_r + C00080_r + C00127_r 	PBANKA_1023400 or PBANKA_0824700	-50.00	 50.00	  0.00
R00115_r	C00005_r + C00080_r + C00127_r  <=> C00006_r + 2 C00051_r 	PBANKA_1023400 or PBANKA_0824700	-50.00	 50.00	  0.00
R02016_r	C00005_r + C00080_r + C00343_r  <=> C00006_r + C00342_r 	PBANKA_1023400 or PBANKA_0824700	-50.00	 50.00	  0.00
R03596_r	3 C00001_r + 3 C00006_r + C01528_r  -> 3 C00005_r + 5 C00080_r + C05684_r 	PBANKA_1023400 or PBANKA_0824700	  0.00	 50.00	  0.00
R04247_r	C00080_r + C00063_r + C03557_r  -> C05673_r + C00013_r 	PBANKA_1360500	  0.00	 50.00	  0.00
R09372_r	2 C00005_r + 2 C00080_r + C18902_r  -> 2 C00001_r + 2 C00006_r + C05703_r 	PBANKA_1023400 or PBANKA_0824700	  0.00	 50.00	  0.00
R00371_c	C00024_c + C00037_c  <=> C00010_c + C03508_c 	PBANKA_1027000	-50.00	 50.00	  0.00
R01281_c	C00065_c + C00080_c + C00154_c  -> C00010_c + C00011_c + C02934_c 	PBANKA_1027000	  0.00	 50.00	  0.00
R02057_c	C00570_c + C00641_c  <=> C00055_c + C00080_c + C00350_c 	PBANKA_1127000	-50.00	 50.00	  0.00
R02251_c	C00010_c + C00422_c  <=> C00641_c + C00040_c 	PBANKA_1216200	-50.00	 50.00	  0.00
R02978_c	C00006_c + C00836_c  <=> C00005_c + C00080_c + C02934_c 	PBANKA_1007100	-50.00	 50.00	  0.00
R03210_c	C00041_c + C00080_c + C01063_c  <=> C00010_c + C00011_c + C01092_c 	PBANKA_1027000	-50.00	 50.00	  0.00
R04920_c	C00641_c + C05673_c  <=> C00055_c + C05675_c 	PBANKA_1127000	-50.00	 50.00	  0.00
R06364_c	C00570_c + C03201_c  <=> C00055_c + C00080_c + C04475_c 	PBANKA_1127000	-50.00	 50.00	  0.00
R07384_c	C00055_c + C00080_c + C04756_c  <=> C00570_c + C03454_c 	PBANKA_1127000	-50.00	 50.00	  0.00
R01321_c	C00307_c + C00641_c  <=> C00055_c + C00157_c 	PBANKA_1127000	-50.00	 50.00	  0.00
R04321_c	C00307_c + C03820_c  <=> C00055_c + C04598_c 	PBANKA_1127000	-50.00	 50.00	  0.00
R04922_c	C00641_c + C05674_c  <=> C00055_c + C05676_c 	PBANKA_1127000	-50.00	 50.00	  0.00
R07389_c	C00307_c + C03201_c  <=> C00055_c + C05212_c 	PBANKA_1127000	-50.00	 50.00	  0.00
R01890_r	C00063_r + C00588_r  -> C00307_r + C00013_r 	PBANKA_1415100	  0.00	 50.00	  0.00
R02590_r	C00080_r + C00063_r + C06459_r  -> C05674_r + C00013_r 	PBANKA_1415100	  0.00	 50.00	  0.00
R10707_a	C00024_a + C00080_a + C01209_a  <=> C00010_a + C00011_a + C05744_a 	PBANKA_0308200	-50.00	 50.00	  0.00
R02061_c	C00129_c + C00448_c  <=> C00013_c + C00353_c 	PBANKA_0919800	-50.00	 50.00	  0.00
HBDG_c	C05781_c  -> 26 C00025_c + 50 C00037_c + 80 C00041_c + 44 C00047_c + 54 C00049_c + 12 C00062_c + 40 C00065_c + 6 C00073_c + 6 C00078_c + 28 C00079_c + 12 C00082_c + 4 C00097_c + 68 C00123_c + 38 C00135_c + 18 C00148_c + 50 C00183_c + 24 C00188_c + 12 C00407_c 		  0.00	 50.00	  0.00
R02163_m	C00004_m + C00080_m + C17569_m + 4Fe4S_m  <=> C00003_m + 2 C14818_m + UQH28_m + 2Fe2S_m 	putative_PBANKA_0816000	-50.00	 50.00	  0.00
R02161_m	1.5 C00080_m + UQH28_m + 2 C00125_m  -> 3.5 C00080_c + C17569_m + 2 C00126_m 	putative_PBANKA_1017700 and putative_PBANKA_1210700 and putative_PBANKA_1303300 and putative_PBANKA_MIT01900	  0.00	 50.00	  0.00
R00081_c	C00007_m + 6 C00080_m + 4 C00126_m + 4Fe4S_m  -> 2 C00080_c + 2 C00001_m + 2 C14818_m + 4 C00125_m + 2Fe2S_m 	PBANKA_MIT01800 and PBANKA_1013800 and PBANKA_MIT01100 and PBANKA_1009800	  0.00	 50.00	  0.00
R00086_m	4 C00080_c + C00008_m + C00009_m  -> C00001_m + C00002_m + 3 C00080_m 	putative_PBANKA_0313800 and putative_PBANKA_1450300 and putative_PBANKA_1409800 and putative_PBANKA_1408500 and putative_PBANKA_0901400 and putative_PBANKA_1421800 and putative_PBANKA_0803500 and putative_PBANKA_0923200	  0.00	 50.00	  0.00
biomass	3.5 C00001_c + 3.5228 C00002_c + 0.0051 C00003_c + 0.0001 C00004_c + 0.0011 C00005_c + 0.0007 C00006_c + 0.0007 C00010_c + 0.0293 C00013_c + 0.0293 C00014_c + 0.0011 C00016_c + 0.0037 C00018_c + 0.002 C00019_c + 0.0336 C00025_c + 0.0149 C00037_c + 0.0115 C00041_c + 0.0067 C00044_c + 0.0557 C00047_c + 0.0586 C00049_c + 0.0029 C00051_c + 0.0293 C00059_c + 0.0017 C00061_c + 0.0139 C00062_c + 0.0067 C00063_c + 0.0134 C00064_c + 0.0302 C00065_c + 0.0024 C00068_c + 0.0106 C00073_c + 0.0228 C00075_c + 0.0024 C00078_c + 0.0221 C00079_c + 0.0264 C00082_c + 0.0086 C00097_c + 0.0015 C00101_c + 0.0389 C00123_c + 0.0059 C00129_c + 0.027 C00131_c + 0.0073 C00134_c + 0.0106 C00135_c + 0.0106 C00148_c + 0.0336 C00152_c + 0.0197 C00183_c + 0.0202 C00188_c + 0.0015 C00234_c + 0.0008 C00249_c + 0.0065 C00286_c + 0.0042 C00315_c + 0.0446 C00407_c + 0.0015 C00415_c + 0.0065 C00458_c + 0.027 C00459_c + 0.0212 C00641_c + 0.0007 C01245_c + 0.0007 C04549_c + 0.0014 C05980_c + 0.0001 C19085_c + 0.0031 C04419_a + 0.0479 C00157_r + 0.0282 C00350_r + 0.0056 C02737_r + 0.0611 G13044_r + 0.0044 G13052_r + 0.0009 C00032_m + 0.0015 C00143_m + 0.0006 C15672_m + 0.0037 C16237_m + 0.0042 C00422_c + 0.0015 C00353_c + 0.0044 C00126_m + 0.0212 C00187_c + 0.0003 C00712_c + 0.0003 C01530_c + 0.0003 C01595_c + 0.0011 C06424_c + 0.0015 C00440_c + 0.0005 C06453_c + 0.0044 C20120_c + 0.0028 C00550_r + 0.0044 G00009_r + 0.0042 C00344_r + 0.0015 quinone_m + 0.0098 2Fe2S_a + 0.0098 2Fe2S_m + 0.0029 4Fe4S_a + 0.0029 4Fe4S_m + 0.0033 C00268_c  -> 3.5 C00008_c + 3.5 C00009_c + 3.5 C00080_c + biomass 		  0.00	 50.00	  1.00
Tc2eC00001_c	C00001_c  <=> C00001_e 		-50.00	 50.00	  0.00
Tc2eC00007_c	C00007_c  <=> C00007_e 		-50.00	 50.00	  0.00
Tc2eC00009_c	C00009_c  <=> C00009_e 		-50.00	 50.00	  0.00
Tc2eC00011_c	C00011_c  <=> C00011_e 		-50.00	 50.00	  0.00
Tc2eC00013_c	C00013_c  <=> C00013_e 		-50.00	 50.00	  0.00
Tc2eC00014_c	C00014_c  <=> C00014_e 		-50.00	 50.00	  0.00
Tc2eC00019_c	C00019_c  <=> C00019_e 		-50.00	 50.00	  0.00
Tc2eC00021_c	C00021_c  <=> C00021_e 		-50.00	 50.00	  0.00
Tc2eC00022_c	C00022_c  <=> C00022_e 		-50.00	 50.00	  0.00
Tc2eC00025_c	C00025_c  <=> C00025_e 		-50.00	 50.00	  0.00
Tc2eC00026_c	C00026_c  <=> C00026_e 		-50.00	 50.00	  0.00
Tc2eC00027_c	C00027_c  <=> C00027_e 		-50.00	 50.00	  0.00
Tc2eC00031_c	C00031_c  <=> C00031_e 		-50.00	  0.00	  0.00
Tc2eC00033_c	C00033_c  <=> C00033_e 		-50.00	 50.00	  0.00
Tc2eC00036_c	C00036_c  <=> C00036_e 		-50.00	 50.00	  0.00
Tc2eC00037_c	C00037_c  <=> C00037_e 		-50.00	 50.00	  0.00
Tc2eC00041_c	C00041_c  <=> C00041_e 		-50.00	 50.00	  0.00
Tc2eC00047_c	C00047_c  <=> C00047_e 		-50.00	 50.00	  0.00
Tc2eC00049_c	C00049_c  <=> C00049_e 		-50.00	 50.00	  0.00
Tc2eC00051_c	C00051_c  <=> C00051_e 		-50.00	 50.00	  0.00
Tc2eC00059_c	C00059_c  <=> C00059_e 		-50.00	 50.00	  0.00
Tc2eC00062_c	C00062_c  <=> C00062_e 		-50.00	 50.00	  0.00
Tc2eC00064_c	C00064_c  <=> C00064_e 		-50.00	  0.00	  0.00
Tc2eC00065_c	C00065_c  <=> C00065_e 		-50.00	 50.00	  0.00
Tc2eC00067_c	C00067_c  <=> C00067_e 		-50.00	 50.00	  0.00
Tc2eC00073_c	C00073_c  <=> C00073_e 		-50.00	 50.00	  0.00
Tc2eC00077_c	C00077_c  <=> C00077_e 		-50.00	 50.00	  0.00
Tc2eC00078_c	C00078_c  <=> C00078_e 		-50.00	 50.00	  0.00
Tc2eC00079_c	C00079_c  <=> C00079_e 		-50.00	 50.00	  0.00
Tc2eC00080_c	C00080_c  <=> C00080_e 		-50.00	 50.00	  0.00
Tc2eC00082_c	C00082_c  <=> C00082_e 		-50.00	 50.00	  0.00
Tc2eC00084_c	C00084_c  <=> C00084_e 		-50.00	 50.00	  0.00
Tc2eC00086_c	C00086_c  <=> C00086_e 		-50.00	 50.00	  0.00
Tc2eC00095_c	C00095_c  <=> C00095_e 		-50.00	 50.00	  0.00
Tc2eC00097_c	C00097_c  <=> C00097_e 		-50.00	 50.00	  0.00
Tc2eC00101_c	C00101_c  <=> C00101_e 		-50.00	 50.00	  0.00
Tc2eC00106_c	C00106_c  <=> C00106_e 		-50.00	 50.00	  0.00
Tc2eC00114_c	C00114_c  <=> C00114_e 		-50.00	 50.00	  0.00
Tc2eC00116_c	C00116_c  <=> C00116_e 		-50.00	 50.00	  0.00
Tc2eC00122_c	C00122_c  <=> C00122_e 		-50.00	 50.00	  0.00
Tc2eC00123_c	C00123_c  <=> C00123_e 		-50.00	 50.00	  0.00
Tc2eC00127_c	C00127_c  <=> C00127_e 		-50.00	 50.00	  0.00
Tc2eC00132_c	C00132_c  <=> C00132_e 		-50.00	 50.00	  0.00
Tc2eC00134_c	C00134_c  -> C00134_e 		  0.00	 50.00	  0.00
Tc2eC00135_c	C00135_c  <=> C00135_e 		-50.00	 50.00	  0.00
Tc2eC00137_c	C00137_c  <=> C00137_e 		-50.00	 50.00	  0.00
Tc2eC00143_c	C00143_c  <=> C00143_e 		-50.00	 50.00	  0.00
Tc2eC00147_c	C00147_c  <=> C00147_e 		-50.00	 50.00	  0.00
Tc2eC00148_c	C00148_c  <=> C00148_e 		-50.00	 50.00	  0.00
Tc2eC00149_c	C00149_c  <=> C00149_e 		-50.00	 50.00	  0.00
Tc2eC00152_c	C00152_c  <=> C00152_e 		-50.00	 50.00	  0.00
Tc2eC00155_c	C00155_c  <=> C00155_e 		-50.00	 50.00	  0.00
Tc2eC00158_c	C00158_c  <=> C00158_e 		-50.00	 50.00	  0.00
Tc2eC00159_c	C00159_c  <=> C00159_e 		-50.00	 50.00	  0.00
Tc2eC00163_c	C00163_c  <=> C00163_e 		-50.00	 50.00	  0.00
Tc2eC00166_c	C00166_c  <=> C00166_e 		-50.00	 50.00	  0.00
Tc2eC00170_c	C00170_c  <=> C00170_e 		-50.00	 50.00	  0.00
Tc2eC00183_c	C00183_c  <=> C00183_e 		-50.00	 50.00	  0.00
Tc2eC00188_c	C00188_c  <=> C00188_e 		-50.00	 50.00	  0.00
Tc2eC00189_c	C00189_c  <=> C00189_e 		-50.00	 50.00	  0.00
Tc2eC00212_c	C00212_c  <=> C00212_e 		-50.00	 50.00	  0.00
Tc2eC00234_c	C00234_c  <=> C00234_e 		-50.00	 50.00	  0.00
Tc2eC00242_c	C00242_c  <=> C00242_e 		-50.00	 50.00	  0.00
Tc2eC00249_c	C00249_c  <=> C00249_e 		-50.00	 50.00	  0.00
Tc2eC00251_c	C00251_c  <=> C00251_e 		-50.00	 50.00	  0.00
Tc2eC00253_c	C00253_c  <=> C00253_e 		-50.00	 50.00	  0.00
Tc2eC00255_c	C00255_c  <=> C00255_e 		-50.00	 50.00	  0.00
Tc2eC00262_c	C00262_c  <=> C00262_e 		-50.00	 50.00	  0.00
Tc2eC00288_c	C00288_c  <=> C00288_e 		-50.00	 50.00	  0.00
Tc2eC00294_c	C00294_c  <=> C00294_e 		-50.00	 50.00	  0.00
Tc2eC00295_c	C00295_c  <=> C00295_e 		-50.00	 50.00	  0.00
Tc2eC00299_c	C00299_c  <=> C00299_e 		-50.00	 50.00	  0.00
Tc2eC00302_c	C00302_c  <=> C00302_e 		-50.00	 50.00	  0.00
Tc2eC00311_c	C00311_c  <=> C00311_e 		-50.00	 50.00	  0.00
Tc2eC00315_c	C00315_c  -> C00315_e 		  0.00	 50.00	  0.00
Tc2eC00329_c	C00329_c  <=> C00329_e 		-50.00	 50.00	  0.00
Tc2eC00337_c	C00337_c  <=> C00337_e 		-50.00	 50.00	  0.00
Tc2eC00376_c	C00376_c  <=> C00376_e 		-50.00	 50.00	  0.00
Tc2eC00378_c	C00378_c  <=> C00378_e 		-50.00	 50.00	  0.00
Tc2eC00385_c	C00385_c  <=> C00385_e 		-50.00	 50.00	  0.00
Tc2eC00407_c	C00407_c  <=> C00407_e 		-50.00	  0.00	  0.00
Tc2eC00415_c	C00415_c  <=> C00415_e 		-50.00	 50.00	  0.00
Tc2eC00417_c	C00417_c  <=> C00417_e 		-50.00	 50.00	  0.00
Tc2eC00438_c	C00438_c  <=> C00438_e 		-50.00	 50.00	  0.00
Tc2eC00473_c	C00473_c  <=> C00473_e 		-50.00	 50.00	  0.00
Tc2eC00499_c	C00499_c  <=> C00499_e 		-50.00	 50.00	  0.00
Tc2eC00504_c	C00504_c  <=> C00504_e 		-50.00	 50.00	  0.00
Tc2eC00506_c	C00506_c  <=> C00506_e 		-50.00	 50.00	  0.00
Tc2eC00559_c	C00559_c  <=> C00559_e 		-50.00	 50.00	  0.00
Tc2eC00568_c	C00568_c  <=> C00568_e 		-50.00	 50.00	  0.00
Tc2eC00577_c	C00577_c  <=> C00577_e 		-50.00	 50.00	  0.00
Tc2eC00590_c	C00590_c  <=> C00590_e 		-50.00	 50.00	  0.00
Tc2eC00603_c	C00603_c  <=> C00603_e 		-50.00	 50.00	  0.00
Tc2eC00606_c	C00606_c  <=> C00606_e 		-50.00	 50.00	  0.00
Tc2eC00641_c	C00641_c  <=> C00641_e 		-50.00	 50.00	  0.00
Tc2eC00669_c	C00669_c  <=> C00669_e 		-50.00	 50.00	  0.00
Tc2eC00750_c	C00750_c  <=> C00750_e 		-50.00	 50.00	  0.00
Tc2eC00870_c	C00870_c  <=> C00870_e 		-50.00	 50.00	  0.00
Tc2eC00921_c	C00921_c  <=> C00921_e 		-50.00	 50.00	  0.00
Tc2eC00957_c	C00957_c  <=> C00957_e 		-50.00	 50.00	  0.00
Tc2eC01079_c	C01079_c  <=> C01079_e 		-50.00	 50.00	  0.00
Tc2eC01137_c	C01137_c  <=> C01137_e 		-50.00	 50.00	  0.00
Tc2eC01157_c	C01157_c  <=> C01157_e 		-50.00	 50.00	  0.00
Tc2eC01165_c	C01165_c  <=> C01165_e 		-50.00	 50.00	  0.00
Tc2eC01179_c	C01179_c  <=> C01179_e 		-50.00	 50.00	  0.00
Tc2eC01300_c	C01300_c  <=> C01300_e 		-50.00	 50.00	  0.00
Tc2eC01419_c	C01419_c  <=> C01419_e 		-50.00	 50.00	  0.00
Tc2eC01528_c	C01528_c  <=> C01528_e 		-50.00	 50.00	  0.00
Tc2eC01672_c	C01672_c  <=> C01672_e 		-50.00	 50.00	  0.00
Tc2eC02090_c	C02090_c  <=> C02090_e 		-50.00	 50.00	  0.00
Tc2eC02325_c	C02325_c  <=> C02325_e 		-50.00	 50.00	  0.00
Tc2eC02380_c	C02380_c  <=> C02380_e 		-50.00	 50.00	  0.00
Tc2eC02646_c	C02646_c  <=> C02646_e 		-50.00	 50.00	  0.00
Tc2eC02730_c	C02730_c  <=> C02730_e 		-50.00	 50.00	  0.00
Tc2eC03170_c	C03170_c  <=> C03170_e 		-50.00	 50.00	  0.00
Tc2eC03263_c	C03263_c  <=> C03263_e 		-50.00	 50.00	  0.00
Tc2eC03451_c	C03451_c  <=> C03451_e 		-50.00	 50.00	  0.00
Tc2eC03912_c	C03912_c  <=> C03912_e 		-50.00	 50.00	  0.00
